VISA_CLASS,BUSINESS_NAME,EMPLOYER _CITY,EMPLOYER _STATE,EMPLOYER _COUNTRY,EMPLOYER _PHONE,NAICS_CODE,JOB_TITLE,SUGGESTED _SOC_CODE,SUGGESTED_SOC_TITLE,SUPERVISOR_JOB_TITLE,SUPERVISE_OTHER_EMP,TRAVEL_REQUIRED,PRIMARY_EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUMBER_OF_MONTHS_TRAINING, ,EMP_EXPERIENCE_MONTHS,OCCUPATION_REQUIRED,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_COUNTY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,WORKSITE_COUNTS,PWD_SOC_CODE,PWD_SOC_TITLE,PWD_WAGE_RATE,PWD_UNIT_OF_PAY,PWD_WAGE_LEVEL,PWD_WAGE_SOURCE,PWD_WAGE_EXPIRATION_DATE,SURVEY_PUBLICATION_DATE
H-1B,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-253-2851,6113,Research Scientist,19-2032,Materials Scientists,Professor,N,N,Doctorate (PhD),,Materials Science or related field,N,,N,,Y,24,post-degree research experience,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2139,N,1,19-2032,Materials Scientists,62608,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Delight Detal,Sugar Land,TEXAS,UNITED STATES OF AMERICA,281-565-0255,621210,General Manager,11-1021,General and Operations Managers,,N,N,Bachelor's,,Advertisement and Insurance,N,,N,,N,,,Sugar Land,FORT BEND,TEXAS,77478,N,1,,,,,,,,
H-1B,GPI Real Estate Management Corporation,Missouri city,TEXAS,UNITED STATES OF AMERICA,713-776-1000,53131,Accountant,13-2011,Accountants and Auditors,Supervisor,N,N,Bachelor's,N/A,Accounting,N,,N,,Y,12,Related occupation,Missouri city,FORT BEND,TEXAS,77459,N,1,13-2011,Accountants and Auditors,52811,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,Delight Dental,Sugar Land,TEXAS,UNITED STATES OF AMERICA,281-565-0255,621210,General Manager,11-1021,General and Operations Managers,,N,N,Bachelor's,,Business or related field,N,,N,,N,,,Sugar Land,FORT BEND,TEXAS,77478,N,1,11-9111,Medical and Health Services Managers,68370,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF CENTRAL FLORIDA,ORLANDO,FLORIDA,UNITED STATES OF AMERICA,407-823-1850,611310,Assistant Professor,25-1022,"Mathematical Science Teachers, Postsecondary",Department Chair,N,N,Doctorate (PhD),,Statistics,N,,N,,N,,,Orlando,ORANGE,FLORIDA,32817,N,1,25-1022,"Mathematical Science Teachers, Postsecondary",50680,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF MIAMI,MIAMI,FLORIDA,UNITED STATES OF AMERICA,305-243-8160,611310,Post Doctoral Associate,19-1021,Biochemists and Biophysicists,PRINCIPAL INVESTIGATOR,N,N,Doctorate (PhD),,"Molecular Biol, Biochem., Physio. rltd",N,,N,,N,,,Miami,MIAMI-DADE,FLORIDA,33136,N,1,19-1021,Biochemists and Biophysicists,36317,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Delight Dental,Sugar Land,TEXAS,UNITED STATES OF AMERICA,281-565-0255,621210,General Manager,11-1021,General and Operations Managers,,N,N,Bachelor's,,Fiance and Insurance,N,,N,,Y,12,Related occupations,Sugar Land,FORT BEND,TEXAS,77478,N,1,11-9111,Medical and Health Services Managers,68370,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-792-1112,611310,Postdoctoral Fellow,19-1021,Biochemists and Biophysicists,Professor,N,N,Doctorate (PhD),N/A,"Biochemistry, Biophysics",N,,N,,N,,,Houston,Harris,TEXAS,77030,N,1,19-1021,Biochemists and Biophysicists,32032,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,POSTDOCTORAL ASSOCIATE/FELLOW,19-1042,"Medical Scientists, Except Epidemiologists",PROFESSOR,N,N,Doctorate (PhD),,BASIC SCIENCE OR EQUIVALENT,N,,N,,N,,,HOUSTON,HARRIS,TEXAS,77030,N,1,19-1021,Biochemists and Biophysicists,32032,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-792-1112,611310,Assistant Professor - RFA,19-1042,"Medical Scientists, Except Epidemiologists",Chairman,N,N,Doctorate (PhD),,Biomedical Sciences,N,,Y,24,N,,,Houston,HARRIS,TEXAS,77030,N,1,19-1021,Biochemists and Biophysicists,32032,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-253-2851,6113,Postdoctoral Associate,19-3039,"Psychologists, All Other",Professor,N,N,Doctorate (PhD),,Cognitive Science,N,,N,,N,,,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2139,N,1,19-1042,"Medical Scientists, Except Epidemiologists",51210,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Sinovest LLC,Cary,NORTH CAROLINA,UNITED STATES OF AMERICA,919-645-7895,611710,education program specialist,21-1012,"Educational, Guidance, School, and Vocational Counselors",,N,N,Bachelor's,,Teaching,N,,N,,N,,,cary,WAKE,NORTH CAROLINA,27511,N,1,11-9039,"Education Administrators, All Other",85675,Year,Level III,OES (All Industries),30-Jun-18,
H-1B,MICHIGAN STATE UNIVERSITY,EAST LANSING,MICHIGAN,UNITED STATES OF AMERICA,517-353-1720,611310,Physicist,19-2012,Physicists,Senior Physicist,N,N,Master's,,Physics or related,N,,N,,Y,60,Pysicist or related,East Lansing,INGHAM,MICHIGAN,48824,N,1,19-2012,Physicists,58781,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF WISCONSIN - GREEN BAY,GREEN BAY,WISCONSIN,UNITED STATES OF AMERICA,920-465-2326,61131,Assistant Professor,25-1121,"Art, Drama, and Music Teachers, Postsecondary",Department Chair,N,N,Master's,,"FineArtsTheater Design,Tech,or related",N,,N,,N,,,Green Bay,BROWN,WISCONSIN,54311,N,1,25-1121,"Art, Drama, and Music Teachers, Postsecondary",46770,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF WISCONSIN - GREEN BAY,GREEN BAY,WISCONSIN,UNITED STATES OF AMERICA,920-465-2390,61131,Assistant Professor,25-1011,"Business Teachers, Postsecondary",Department Chair,N,N,"Other Degree (JD, MD, etc.)",LLM,"Taxation, accounting, or closely related",N,,N,,N,,,Green Bay,BROWN,WISCONSIN,54311,N,1,25-1011,"Business Teachers, Postsecondary",50860,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Personal Capital Corporation,San Carlos,CALIFORNIA,UNITED STATES OF AMERICA,650-556-1310,541511,Data Engineer / Software Engineer,15-1132,"Software Developers, Applications",Sr. Software Engineer,N,N,Bachelor's,,Data Science & Business Analytics,N,,N,,N,,,San Carlos,SAN MATEO,CALIFORNIA,94070,N,1,15-1133,"Software Developers, Systems Software",100402,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"Fortress Systems International, Inc.",Charlotte,NORTH CAROLINA,UNITED STATES OF AMERICA,704-405-5000,541511,Information Technology Project Manager,15-1199,"Computer Occupations, All Other",,N,N,Bachelor's,,Electrical Engineering,N,,N,,N,,,Charlotte,MECKLENBURG,NORTH CAROLINA,28217,N,1,15-1199,"Computer Occupations, All Other",47070,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF WISCONSIN - GREEN BAY,GREEN BAY,WISCONSIN,UNITED STATES OF AMERICA,920-465-2390,61131,Assistant Professor,25-1011,"Business Teachers, Postsecondary",Department Chair,N,N,Doctorate (PhD),,Business Finance or related,N,,N,,N,,,Green Bay,BROWN,WISCONSIN,54311,N,1,25-1011,"Business Teachers, Postsecondary",50860,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UNIVERSITY OF COLORADO,BOULDER,COLORADO,UNITED STATES OF AMERICA,303-492-1379,611310,Professional Research Assistant,17-2011,Aerospace Engineers,Center Director,N,Y,Bachelor's,,Aerospace Engineering or related field,N,,N,,N,,,Boulder,BOULDER,COLORADO,80309,Y,3,17-2011,Aerospace Engineers,187200,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,404-894-3415,611310,Research Scientist I,19-2031,Chemists,Assistant Professor,N,N,Bachelor's,,Physical Sciences,N,,N,,N,,,Atlanta,FULTON(ATLANTA),GEORGIA,30332,N,1,19-2012,Physicists,46072,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,DUKE UNIVERSITY AND MEDICAL CENTER,DURHAM,NORTH CAROLINA,UNITED STATES OF AMERICA,919-681-8472,611310,"Research Associate, Sr",19-1021,Biochemists and Biophysicists,Professor,N,N,Doctorate (PhD),,Cell Biology,N,,N,,Y,60,Postdoctoral Associate,Durham,DURHAM,NORTH CAROLINA,27705,N,1,19-1021,Biochemists and Biophysicists,51834,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Medical University of South Carolina & Affiliates,Charleston,SOUTH CAROLINA,UNITED STATES OF AMERICA,843-792-7083,611310,Staff Scientist,19-1021,Biochemists and Biophysicists,Assistant Professor,N,N,"Other Degree (JD, MD, etc.)",An MD or PhD or the equivalent,Microbiology and Immunology,N,,N,,N,,,Charleston,CHARLESTON,SOUTH CAROLINA,29425,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Personal Capital Corporation,San Carlos,CALIFORNIA,UNITED STATES OF AMERICA,650-556-1310,541511,Database Administrator,15-1133,"Software Developers, Systems Software",Director of Engineering,N,N,Bachelor's,,Electronics& Communication Engineering,N,,N,,N,,,San Carlos,SAN MATEO,CALIFORNIA,94070,N,1,15-1141,Database Administrators,69846,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,MICHIGAN STATE UNIVERSITY,EAST LANSING,MICHIGAN,UNITED STATES OF AMERICA,517-353-1720,611310,PHYSICIST,19-2012,Physicists,Senior Engineer,N,N,Master's,,Physics or related,N,,N,,Y,60,Physicist or related,East Lansing,INGHAM,MICHIGAN,48824,N,1,19-2012,Physicists,58781,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Xergy Inc.,Harrington,DELAWARE,UNITED STATES OF AMERICA,302-629-5768,335999,Manufacturing Engineer,17-2199,"Engineers, All Other",Chief Engineer,N,N,Bachelor's,,"Mechanical,Chemical or Industrial Engi",N,,N,,Y,12,Related occupation,Harrington,KENT,DELAWARE,19952,N,1,17-2112,Industrial Engineers,68661,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,MAY'S TAX & BUSINESS SERVICES,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,408-446-9867,541213,Staff Accountant,13-2011,Accountants and Auditors,Accountants and Auditors,N,N,Bachelor's,,Accounting,N,,N,,Y,12,Accountant or related,Cupertino,SANTA CLARA,CALIFORNIA,95014,N,1,13-2011,Accountants and Auditors,58885,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,CSRA State and Local Solutions LLC,Falls Church,VIRGINIA,UNITED STATES OF AMERICA,703-641-2043,541511,Software Developer,15-1132,"Software Developers, Applications",,N,N,Bachelor's,,"Computer Sci, CIS, MIS, related field",N,,N,,Y,24,Job offered or related experience,Rensselaer,RENSSELAER,NEW YORK,12144,N,1,15-1132,"Software Developers, Applications",52021,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"Fortress Systems International, Inc.",Charlotte,NORTH CAROLINA,UNITED STATES OF AMERICA,704-405-5000,541511,Information Technology Project Manager,15-1199,"Computer Occupations, All Other",,N,N,Master's,,Electrical Engineering,N,,N,,N,,,Charlotte,MECKLENBURG,NORTH CAROLINA,28217,N,1,15-1199,"Computer Occupations, All Other",60653,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,MISSISSIPPI STATE UNIVERSITY,MISS. STATE,MISSISSIPPI,UNITED STATES OF AMERICA,662-325-3713,611310,Postdoctoral Associate,17-2074,"Electrical Engineers, R&D",,N,N,Doctorate (PhD),,Electrical or Computer Engineering,N,,N,,N,,,Ms. State,OKTIBBEHA,MISSISSIPPI,39762,Y,2,17-2071,Electrical Engineers,60403,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,MAY'S TAX & BUSINESS SERVICES,CUPERTINO,CALIFORNIA,UNITED STATES OF AMERICA,408-446-9867,541213,Staff Accountant,13-2011,Accountants and Auditors,Accountants and Auditors,N,N,Bachelor's,,Accounting,N,,N,,Y,24,Accountant related,Cupertino,SANTA CLARA,CALIFORNIA,95014,N,1,13-2011,Accountants and Auditors,58885,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,GENIUS MINDS LLC,TACOMA,WASHINGTON,UNITED STATES OF AMERICA,702-900-4698,541511,Business Systems Analyst,13-1111,Management Analysts,Manager IT,N,N,Bachelor's,,"Computer Science, Business Admn relate",N,,N,,Y,12,Business Analyst,Eagan,DAKOTA,MINNESOTA,55121,N,1,15-1121,Computer Systems Analysts,63939,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,"MILLENNIUM PHARMACEUTICALS, INC.",CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-679-7000,541710,PRINCIPAL TEST MANAGEMENT AND CONTROLS (TMC) MANAGER,19-1021,Biochemists and Biophysicists,,N,N,Master's,,"Biochemistry, Biology, or related",N,,N,,Y,48,See E.b.5,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2139,N,1,11-9121,Natural Sciences Managers,134285,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,TRINITY MEDICAL CENTER,ROCK ISLAND,ILLINOIS,UNITED STATES OF AMERICA,309-779-2691,622110,MEDICAL TECHNOLOGIST,29-2011,Medical and Clinical Laboratory Technologists,N/A,N,Y,Bachelor's,N/A,Medical Technology,N,,N,,N,,,Rock Island,ROCK ISLAND,ILLINOIS,61201,Y,3,29-2011,Medical and Clinical Laboratory Technologists,56389,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Director of Imaging / Lecturer,19-1029,"Biological Scientists, All Other",Faculty Members / Principal Investigators,N,N,Doctorate (PhD),,"Biology, Medical Science, or related",N,,N,,Y,60,Design & carry out imaging experiments,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2138,N,1,25-1042,"Biological Science Teachers, Postsecondary",80000,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,RESEARCH INSTITUTE FOR LEARNING AND DEVELOPMENT (RESEARCHILD),LEXINGTON,MASSACHUSETTS,UNITED STATES OF AMERICA,781-861-3711,611710,Conference Manager and Executive Associate,11-9039,"Education Administrators, All Other",President and Director,N,N,Bachelor's,,"Management, Business, or related field",N,,N,,N,,,Lexington,MIDDLESEX (LEXINGTON),MASSACHUSETTS,2421,N,1,11-9033,"Education Administrators, Postsecondary",83595,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Xergy Inc.,Harrington,DELAWARE,UNITED STATES OF AMERICA,302-629-5768,335999,Manufacturing Engineer,17-2199,"Engineers, All Other",Chief Engineer,N,N,Bachelor's,,"Mechanical,Chemical or Industrial Engi",N,,N,,Y,12,Related occupation,Harrington,KENT,DELAWARE,19952,N,1,17-2112,Industrial Engineers,68661,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,TECHNOSOFT GROUP INC,IRVING,TEXAS,UNITED STATES OF AMERICA,612-868-8741,541511,Software QA Analyst,15-1199,"Computer Occupations, All Other",Project Manager,N,N,Bachelor's,,"Computer Science, Engineering",N,,N,,Y,24,QA Analyst; Tester,Dallas,DALLAS,TEXAS,75235,N,1,15-1199,"Computer Occupations, All Other",59696,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,KASHIV PHARMA LLC,BRIDGEWATER,NEW JERSEY,UNITED STATES OF AMERICA,908-895-1544,325412,SCIENTIST AR&D,19-2031,Chemists,"SR. DIRECTOR,AR&D BRAND DEVELOPMENT",N,N,Master's,,"Pharma. Eng., Chemistry or rel. field",N,,N,,N,,,BRIDGEWATER,SOMERSET,NEW JERSEY,8807,N,1,19-2031,Chemists,73840,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,Xergy Inc.,Harrington,DELAWARE,UNITED STATES OF AMERICA,302-629-5768,335999,Manufacturing Engineer,17-2199,"Engineers, All Other",Chief Engineer,N,N,Bachelor's,,"Mechanical,Chemical or Industrial Engi",N,,N,,N,,,Harrington,KENT,DELAWARE,19952,N,1,17-2112,Industrial Engineers,68661,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-996-3121,611310,Senior Research Specialist,19-1021,Biochemists and Biophysicists,Principal Investigator/Professor,N,Y,Bachelor's,N/A,Biology/MolecBio/BioTechnology/related,N,,N,,Y,60,Related scientific research,Chicago,COOK,ILLINOIS,60607,N,1,19-1021,Biochemists and Biophysicists,51834,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,Xergy Inc.,Harrington,DELAWARE,UNITED STATES OF AMERICA,302-629-5768,335999,Manufacturing Engineer,17-2199,"Engineers, All Other",Chief Engineer,N,N,Bachelor's,,"Mechanical,Chemical or Industrial Engi",N,,N,,N,,,Harrington,KENT,DELAWARE,19952,N,1,17-2112,Industrial Engineers,68661,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,UNIVERSITY OF ILLINOIS AT CHICAGO,CHICAGO,ILLINOIS,UNITED STATES OF AMERICA,312-996-3121,611310,Research Specialist,19-1021,Biochemists and Biophysicists,Principal Investigator/Professor,N,Y,Bachelor's,N/A,"Chemistry, Biochemistry, or related",N,,N,,Y,36,Related scientific research,Chicago,COOK,ILLINOIS,60607,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Biostatistician,15-2041,Statisticians,Associate Director,N,Y,Bachelor's,,"Statistics, MIS or related field",N,,N,,Y,24,Medical and/or health related setting,Houston,HARRIS,TEXAS,77030,N,1,15-2041,Statisticians,61651,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,GENIUS MINDS LLC,TACOMA,WASHINGTON,UNITED STATES OF AMERICA,702-900-4698,541511,Business Systems Analyst,13-1111,Management Analysts,Manager Application Development and Support,N,N,Bachelor's,,"Computer Science, Business Admn relate",N,,N,,Y,12,Business Analyst,Eagan,DAKOTA,MINNESOTA,55121,N,1,15-1121,Computer Systems Analysts,63939,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Director,19-3011,Economists,Director,N,Y,Doctorate (PhD),,Economics or related field,N,,N,,Y,24,Economics research,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2138,N,1,25-1063,"Economics Teachers, Postsecondary",71210,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Fellow,19-1042,"Medical Scientists, Except Epidemiologists",Principal Investigator / Faculty Member,N,N,"Other Degree (JD, MD, etc.)","MD, PhD, and/or MPH","Medical Sciences, Genetics, or related",N,,N,,Y,24,Medical research,Boston,SUFFOLK (BOSTON),MASSACHUSETTS,2115,Y,3,19-1021,Biochemists and Biophysicists,39790,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Tissue Engineer I,19-4021,Biological Technicians,Laboratory Director,N,N,Bachelor's,,BASIC SCIENCE OR EQUIVALENT,N,,N,,Y,24,Research Exp in Biotechnology Area,HOUSTON,HARRIS,TEXAS,77030,N,1,19-4021,Biological Technicians,25813,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"Red Ginger Chinese Restaurant, Inc",Melbourne,FLORIDA,UNITED STATES OF AMERICA,321-951-8818,7221,Chief Technology Officer,15-1141,Database Administrators,,N,N,Bachelor's,,Computer Science,N,,N,,N,,,Melbourne,BREVARD,FLORIDA,32904,N,1,15-1141,Database Administrators,50107,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,BAYLOR COLLEGE OF MEDICINE,HOUSTON,TEXAS,UNITED STATES OF AMERICA,713-798-4604,611310,Postdoctoral Associate/Fellow,19-1021,Biochemists and Biophysicists,Assistant Professor,N,N,Doctorate (PhD),,"Bio, Cardiovascular Sci, or Equivalent",N,,N,,Y,24,Postdoctoral Research,Houston,HARRIS,TEXAS,77030,N,1,19-1021,Biochemists and Biophysicists,32032,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Fellow,19-1042,"Medical Scientists, Except Epidemiologists",Principal Investigator / Faculty Member,N,N,"Other Degree (JD, MD, etc.)","MD, PhD, and/or MPH","Medical Sciences, Genetics, or related",N,,N,,Y,12,Medical research,Boston,SUFFOLK (BOSTON),MASSACHUSETTS,2115,Y,3,19-1021,Biochemists and Biophysicists,39790,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,CENTERS FOR DISEASE CONTROL AND PREVENTION/DHHS,ATLANTA,GEORGIA,UNITED STATES OF AMERICA,770-488-1417,5417,MINING ENGINEER,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",CHIEF,N,N,Master's,n/a,MINING ENGINEER,N,,N,,Y,12,MINING ENGINEER,PITTSBURGH,ALLEGHENY,PENNSYLVANIA,15236,N,1,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",60944,Year,Level II,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Fellow,15-1111,Computer and Information Research Scientists,Professor,N,N,Doctorate (PhD),,Computer Science,N,,N,,N,,,Boston,SUFFOLK (BOSTON),MASSACHUSETTS,2115,Y,3,17-2031,Biomedical Engineers,65874,Year,Level III,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,UUSTAR CORPORATION,Apex,NORTH CAROLINA,UNITED STATES OF AMERICA,919-362-3886,4539,Computer Programmers,15-1131,Computer Programmers,,N,N,Bachelor's,,Industrial and Systems Engineerng,N,,N,,N,,,Apex,WAKE,NORTH CAROLINA,27502,N,1,15-1132,"Software Developers, Applications",82202,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Fellow,19-1029,"Biological Scientists, All Other",Principal Investigator / Faculty Member,N,N,Doctorate (PhD),,"Biological sciences, or related",N,,N,,N,,,Boston,SUFFOLK (BOSTON),MASSACHUSETTS,2115,Y,3,19-1021,Biochemists and Biophysicists,39790,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Fellow,19-1029,"Biological Scientists, All Other",Principal Investigator / Faculty Member,N,N,Doctorate (PhD),,"Biological sciences, or related",N,,N,,Y,12,Research in biological sciences,Boston,SUFFOLK (BOSTON),MASSACHUSETTS,2115,Y,3,19-1021,Biochemists and Biophysicists,39790,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"HARGREAVES ASSOCIATES, INC.",SAN FRANCISCO,CALIFORNIA,UNITED STATES OF AMERICA,212-337-9973,541320,LANDSCAPE DESIGNER - ENTRY LEVEL,17-1012,Landscape Architects,PRINCIPAL LICENSED ARCHITECT,N,N,Bachelor's,,"ARCHITECTURE, LANDSCAPE ARCHITECTURE",N,,N,,Y,12,LANDSCAPE DESIGNER OR RELATED FIELD,NEW YORK,NEW YORK,NEW YORK,10014,N,1,17-1012,Landscape Architects,37149,Year,Level I,OES (All Industries),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Fellow / Research Associate,19-1029,"Biological Scientists, All Other",Principal Investigator / Faculty Member,N,N,"Other Degree (JD, MD, etc.)",MD or PhD,"Biological sciences, or related",N,,N,,Y,12,Research in biological sciences,Cambridge,MIDDLESEX (CAMBRIDGE),MASSACHUSETTS,2138,Y,3,19-1021,Biochemists and Biophysicists,39790,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,"Red Ginger Chinese Restaurant, Inc",Melbourne,FLORIDA,UNITED STATES OF AMERICA,321-951-8818,7221,Chief Technology Officer,15-1141,Database Administrators,,N,N,Master's,,Computer Science,N,,N,,N,,,Melbourne,BREVARD,FLORIDA,32904,N,1,15-1141,Database Administrators,66186,Year,Level II,OES (All Industries),30-Jun-18,
H-1B,"Denver Global Products, Inc.",Gastonia,NORTH CAROLINA,UNITED STATES OF AMERICA,704-665-1732,3363,Corporate Accountant,13-2011,Accountants and Auditors,,N,N,Master's,,Accounting,N,,N,,N,,,Gastonia,GASTON,NORTH CAROLINA,28054,N,1,13-2011,Accountants and Auditors,78270,Year,Level III,OES (All Industries),30-Jun-18,
H-1B,INDIANA UNIV. PURDUE UNIV. INDIANAPOLIS,INDIANAPOLIS,INDIANA,UNITED STATES OF AMERICA,317-274-7000,611310,Research Associate,19-1021,Biochemists and Biophysicists,Professor,Y,N,Doctorate (PhD),,Science,N,,N,,N,,,Indianapolis,MARION,INDIANA,46202,N,1,19-1021,Biochemists and Biophysicists,41579,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
H-1B,HARVARD UNIVERSITY,CAMBRIDGE,MASSACHUSETTS,UNITED STATES OF AMERICA,617-495-7837,611310,Research Fellow,19-1029,"Biological Scientists, All Other",Principal Investigator / Faculty Member,N,N,"Other Degree (JD, MD, etc.)",MD or PhD,"Biology, Medical Science, or related",N,,N,,Y,24,Research involving disease investigation,Boston,SUFFOLK (BOSTON),MASSACHUSETTS,2115,Y,2,19-1021,Biochemists and Biophysicists,39790,Year,Level I,OES (ACWIA - Higher Education),30-Jun-18,
